Query,PubChem CID,Molecular Weight,Molecular Formula
CHEMBL351282,14802485,337.4,C15H19N3O4S
CHEMBL351291,14802486,351.4,C15H17N3O5S
CHEMBL351295,44375703,429.5,C25H23N3O2S
CHEMBL351380,14802483,363.4,C17H21N3O4S
CHEMBL351859,44375601,514.7,C30H34N4O2S
CHEMBL352085,14802487,365.4,C16H19N3O5S
CHEMBL353795,44375974,564.7,C31H24N4O3S2
CHEMBL354246,44375763,493.5,C26H19N7O2S
CHEMBL354676,7595,212.25,C13H12N2O
CHEMBL357490,9796713,310.3,C21H14N2O
CHEMBL357602,44364050,392.4,C24H16N4O2
CHEMBL357892,44364084,498.5,C31H22N4O3
CHEMBL358130,44364044,494.5,C29H26N4O4
CHEMBL358314,44364045,584.7,C36H32N4O4
CHEMBL360847,9892366,468.5,C28H28N4O3
CHEMBL361708,135413546,324.13,C11H10BrN5O2
CHEMBL362558,10029385,512.5,C28H25FN6O3
CHEMBL362588,11294864,494.5,C28H26N6O3
CHEMBL362814,11316975,454.5,C25H22N6O3
CHEMBL363058,11328863,469.5,C26H23N5O4
CHEMBL363130,5330804,378.4,C14H14N6O3S2
CHEMBL363607,44398371,407.4,C17H15F2N5O3S
CHEMBL363648,9952773,399.5,C24H21N3OS
CHEMBL36432,44285442,806.9,C44H54O14
CHEMBL364623,11153014,373.9,C17H16ClN5OS
CHEMBL365318,10478569,443.4,C20H19F2N7O3
CHEMBL365598,44403669,518.5,C28H26N2O8
CHEMBL365847,5330279,446.5,C25H30N6O2
CHEMBL36985,124020,800.6,C35H28O22
CHEMBL370100,73110,570.4,C27H21Cl2N3O7
CHEMBL370266,11477626,504.5,C23H26F2N6O5
CHEMBL370283,135402910,375.7,C13H9Cl3N4OS
CHEMBL371095,44405504,466.5,C27H26N6O2
CHEMBL371169,5330391,405.9,C21H20ClN7
CHEMBL371206,6540003,403.5,C22H21N5OS
CHEMBL371239,44406018,326.4,C17H18N4OS
CHEMBL371658,11496376,464.6,C28H28N6O
CHEMBL372657,5330392,406.9,C20H19ClN8
CHEMBL373101,5330420,539.5,C26H24Cl2N6OS
CHEMBL373598,11293798,447.9,C20H22ClN5O5
CHEMBL373751,11626927,469.5,C22H19N3O5S2
CHEMBL373798,11428396,361.4,C20H16FN5O
CHEMBL373882,16109001,598.6,C29H30F4N8O2
CHEMBL374044,16125233,375.4,C21H18FN5O
CHEMBL374581,16105503,324.4,C22H16N2O
CHEMBL375284,16125042,342.4,C21H18N4O
CHEMBL376967,44410954,475.0,C23H28ClFN6O2
CHEMBL377383,16007116,383.9,C16H18ClN3O4S
CHEMBL377408,11846125,375.4,C16H17N5O4S
CHEMBL377734,11632737,401.4,C19H17F2N5OS
CHEMBL377772,44410959,443.9,C22H23ClFN5O2
CHEMBL378370,44410948,429.9,C21H21ClFN5O2
CHEMBL378627,11640926,448.5,C20H24N4O6S
CHEMBL378963,10216627,428.9,C25H21ClN4O
CHEMBL379601,11682843,403.8,C19H19ClFN5O2
CHEMBL379835,23647236,325.7,C17H12ClN3O2
CHEMBL379849,9885748,311.3,C19H15F2NO
CHEMBL379905,11719305,447.9,C21H23ClFN5O3
CHEMBL379929,9948405,304.3,C18H16N4O
CHEMBL379975,10384072,362.8,C20H11ClN2O3
CHEMBL380006,44410723,445.9,C22H25ClFN5O2
CHEMBL380386,11516978,403.8,C19H19ClFN5O2
CHEMBL380454,44411048,429.9,C21H21ClFN5O2
CHEMBL380889,44411161,460.9,C22H26ClFN6O2
CHEMBL381207,6540005,461.4,C21H15F4N5OS
CHEMBL382408,65238,940.7,C41H32O26
CHEMBL382822,44410955,457.9,C23H25ClFN5O2
CHEMBL382823,44410956,461.9,C22H25ClFN5O3
CHEMBL383172,11235063,403.4,C21H21N7O2
CHEMBL383246,44411183,515.0,C26H32ClFN6O2
CHEMBL383264,6914611,394.5,C25H22N4O
CHEMBL383760,44410953,443.9,C22H23ClFN5O2
CHEMBL38380,3547,291.37,C14H17N3O2S
CHEMBL385478,44415977,293.4,C17H19N5
CHEMBL386276,44460488,1323.1,C66H50O30
CHEMBL386636,16105510,338.4,C22H14N2O2
CHEMBL386637,16109036,526.5,C27H26F4N6O
CHEMBL386661,16086104,549.6,C30H30F3N5O2
CHEMBL386760,11843159,686.8,C37H46N6O7
CHEMBL387385,135449326,459.3,C22H17Cl2FN4O2
CHEMBL387971,16220223,476.6,C26H28N4O3S
CHEMBL389745,44427519,577.7,C34H35N5O4
CHEMBL390156,16220354,480.6,C29H28N4OS
CHEMBL392642,44440493,416.5,C20H28N6O2S
CHEMBL393929,135400873,351.4,C18H13N3OS2
CHEMBL39413,475266,478.4,C21H18O13
CHEMBL394619,18451374,374.5,C21H18N4OS
CHEMBL394790,18450541,394.9,C20H15ClN4OS
CHEMBL39504,124016,882.7,C44H34O20
CHEMBL395080,44427518,549.6,C32H31N5O4
CHEMBL39530,475264,496.4,C21H20O14
CHEMBL395427,44440261,497.6,C28H23N3O4S
CHEMBL395573,17759787,454.3,C22H14Cl2FN5O
CHEMBL396523,23647265,346.3,C18H14N6O2
CHEMBL39744,475263,344.27,C14H16O10
CHEMBL398606,135431661,414.5,C25H26N4O2
CHEMBL398951,24180596,415.5,C24H25N5O2
CHEMBL402846,11710853,390.4,C21H19FN6O
CHEMBL403402,11690518,430.4,C20H14F4N6O
CHEMBL404366,11710909,392.8,C20H17ClN6O
CHEMBL404367,11588815,372.4,C21H20N6O
CHEMBL406375,3385203,234.25,C15H10N2O
CHEMBL406635,44460933,1068.7,C48H28O29
CHEMBL406845,4878,301.77,C15H16ClN5
CHEMBL407100,44378580,1205.4,C48H80N22O13S
CHEMBL407391,3134,163.18,C7H9N5
CHEMBL407558,44460932,1234.8,C55H30O34
CHEMBL407914,16132415,1176.9,C55H36O30
CHEMBL408982,1893668,249.33,C13H15NO2S
CHEMBL408995,14824655,276.24,C14H12O6
CHEMBL409349,11749082,372.4,C22H20N4O2
CHEMBL410295,11785878,530.6,C31H30N8O
CHEMBL410643,11526786,546.7,C29H42N2O8
CHEMBL410659,11583459,460.6,C29H28N6
CHEMBL410778,44378515,1089.3,C45H76N20O10S
CHEMBL411351,44460243,1153.0,C60H48O24
CHEMBL411401,44285671,1206.9,C56H38O31
CHEMBL411903,15941392,459.4,C21H17F4N7O
CHEMBL412142,9956119,465.3,C22H18Cl2N8
CHEMBL413779,11430448,433.8,C19H20ClN5O5
CHEMBL415049,11497983,587.5,C26H31FN7O6P
CHEMBL415233,10484487,660.8,C42H36N4O4
CHEMBL415414,44378557,1375.6,C54H94N28O13S
CHEMBL416056,490561,467.5,C27H21N3O5
CHEMBL416110,14654667,422.5,C22H48BrNO
CHEMBL41783,6539560,360.4,C17H18F2N6O
CHEMBL418479,489125,367.4,C23H17N3O2
CHEMBL421565,2404,424.5,C26H24N4O2
CHEMBL421947,44364157,406.4,C25H18N4O2
CHEMBL422897,5466794,401.8,C21H20ClNO5
CHEMBL423731,196804,453.5,C27H23N3O4
CHEMBL424168,14802484,391.5,C19H25N3O4S
CHEMBL424872,11846124,374.4,C17H18N4O4S
CHEMBL425601,11562171,487.0,C24H28ClFN6O2
CHEMBL425834,17758020,557.8,C24H23BrClFN8
CHEMBL428973,44378539,1047.2,C42H70N20O10S
CHEMBL429225,44364260,544.6,C32H24N4O5
CHEMBL429743,24757938,484.9,C28H21ClN2O4
CHEMBL430440,44460281,768.5,C34H24O21
CHEMBL431176,489127,407.3,C22H12F3N3O2
CHEMBL431432,44328750,493.6,C30H31N5O2
CHEMBL432622,44340622,592.6,C29H28N4O10
CHEMBL433841,44340903,608.6,C29H28N4O11
CHEMBL434037,44352790,580.6,C33H32N4O6
CHEMBL434415,44353112,542.6,C34H30N4O3
CHEMBL435809,44352842,614.6,C36H30N4O6
CHEMBL435868,44375765,444.5,C24H20N4O3S
CHEMBL436137,11719421,453.6,C28H31N5O
CHEMBL436718,14802492,1347.6,C53H94N28O12S
CHEMBL436817,17759555,427.3,C20H13Cl2FN6
CHEMBL437640,44378582,1247.4,C51H86N22O13S
CHEMBL437747,447873,513.5,C27H34Cl2N6
CHEMBL437885,44410844,386.8,C20H20ClFN4O
CHEMBL438485,135589980,465.5,C29H27N3O3
CHEMBL44,5280961,270.24,C15H10O5
CHEMBL44137,468759,515.5,C28H25N3O7
CHEMBL443962,18732328,304.14,C13H10BrN3O
CHEMBL444337,44352771,538.6,C31H30N4O5
CHEMBL444864,49796827,535.5,C26H23BrN4O2S
CHEMBL445162,25011729,418.9,C18H15ClN4O4S
CHEMBL44541,10017019,289.13,C12H9BrN4
CHEMBL44545,10380356,305.13,C12H9BrN4O
CHEMBL447602,24769780,612.6,C33H33FN6O5
CHEMBL447974,440308,636.5,C27H24O18
CHEMBL449392,73568,634.5,C27H22O18
CHEMBL451401,44586040,161.16,C8H7N3O
CHEMBL451964,2727417,319.28,C15H12F3N5
CHEMBL453336,24894993,484.5,C29H28N2O5
CHEMBL453737,11858109,629.7,C34H33F2N5O5
CHEMBL454440,10423452,274.22,C14H10O6
CHEMBL456294,9547398,414.6,C27H42O3
CHEMBL456936,5283685,398.6,C27H42O2
CHEMBL45827,5328135,532.5,C26H35Cl2N7O
CHEMBL458997,9934347,468.9,C23H25ClN6O3
CHEMBL459729,135441202,512.0,C26H31ClFN7O
CHEMBL460472,24764449,539.6,C30H29N5O5
CHEMBL460702,24794418,512.9,C25H19ClF2N4O4
CHEMBL460746,3142817,450.5,C21H14N4O4S2
CHEMBL460989,23378546,398.5,C25H22N2O3
CHEMBL460990,9823787,426.5,C27H26N2O3
CHEMBL461139,135524168,413.5,C24H23N5O2
CHEMBL461140,135524085,401.5,C23H23N5O2
CHEMBL461876,25211575,518.5,C26H27FN8O3
CHEMBL462120,3810484,270.71,C15H11ClN2O
CHEMBL463054,159926,284.26,C16H12O5
CHEMBL464351,10047545,416.6,C27H44O3
CHEMBL46440,401171,289.13,C12H9BrN4
CHEMBL465465,44570553,590.4,C22H18F3IN2O4S
CHEMBL466154,5281657,258.23,C14H10O5
CHEMBL468125,44575073,387.4,C23H18FN3O2
CHEMBL468280,25190453,282.65,C12H8ClFN2O3
CHEMBL47243,24203043,501.5,C27H23N3O7
CHEMBL474432,25263111,478.4,C22H17F3N2O5S
CHEMBL475817,11626920,469.2,C20H13Cl2F3N4O2
CHEMBL476124,2779952,307.21,C9H4F3N3O4S
CHEMBL477817,24766030,427.5,C24H21N5OS
CHEMBL478629,11524144,399.5,C24H25N5O
CHEMBL478649,24856363,348.4,C22H24N2O2
CHEMBL47940,6603792,370.4,C23H22N4O
CHEMBL479835,44570884,467.6,C27H25N5OS
CHEMBL480283,124021,332.26,C13H16O10
CHEMBL481248,44575127,375.4,C21H17N3O2S
CHEMBL481491,10409707,417.4,C20H14F3N3O2S
CHEMBL481968,44570599,559.2,C20H13F3IN3O5
CHEMBL481969,44570600,651.8,C22H14ClF3IN3O5S
CHEMBL482538,22477600,194.23,C13H10N2
CHEMBL482767,24995524,430.9,C18H15ClN6OS2
CHEMBL482967,6420138,368.5,C18H20N6OS
CHEMBL483158,24771867,518.9,C27H20ClFN4O4
CHEMBL483525,24899915,338.29,C14H10O8S
CHEMBL483526,5360741,272.25,C15H12O5
CHEMBL483531,6918469,290.27,C15H14O6
CHEMBL483532,24900160,276.24,C14H12O6
CHEMBL484390,44588915,457.6,C27H31N5O2
CHEMBL484967,42618143,333.4,C21H23N3O
CHEMBL484968,42618144,304.4,C20H20N2O
CHEMBL485053,10037501,245.23,C12H11N3O3
CHEMBL485285,9983303,496.6,C30H32N4O3
CHEMBL485286,44580077,481.6,C29H31N5O2
CHEMBL485556,44593713,472.5,C26H28N6O3
CHEMBL485745,9857146,289.3,C18H12FN3
CHEMBL488646,24894992,450.5,C26H30N2O5
CHEMBL488811,24894997,470.5,C28H26N2O5
CHEMBL488840,25065806,417.4,C23H24N5OP
CHEMBL489058,25211064,558.1,C30H32ClN7S
CHEMBL489083,25178539,441.5,C24H19N5O2S
CHEMBL490555,44565015,343.4,C19H13N5S
CHEMBL49120,5311382,512.4,C26H27Cl2N5O2
CHEMBL491592,16211077,484.4,C20H20O14
CHEMBL491686,44565013,399.5,C21H17N7S
CHEMBL491758,667926,280.30,C16H13FN4
CHEMBL492251,24770517,370.4,C22H18N4O2
CHEMBL493169,44219632,362.4,C17H17F3N6
CHEMBL493937,24811794,338.4,C19H22N4O2
CHEMBL494221,44219633,377.4,C18H18F3N5O
CHEMBL495727,135398495,381.4,C19H23N7O2
CHEMBL495729,10479082,453.5,C27H27N5O2
CHEMBL497151,136027078,437.2,C15H8IN3O3S
CHEMBL497563,9864418,375.5,C23H25N3O2
CHEMBL50,5280343,302.23,C15H10O7
CHEMBL500292,13888120,788.6,C34H28O22
CHEMBL504075,25218459,366.8,C20H19ClN4O
CHEMBL504547,135863110,486.3,C21H15IN2O4
CHEMBL504950,695484,230.29,C11H10N4S
CHEMBL505637,15282555,942.2,C34H30Br4N4O8
CHEMBL505896,11650194,610.7,C35H35FN4O5
CHEMBL507058,24899917,288.25,C15H12O6
CHEMBL507249,44591740,327.4,C18H25N5O
CHEMBL507308,5320800,938.7,C41H30O26
CHEMBL50749,451660,508.6,C26H54BrNO3
CHEMBL507936,44560751,369.4,C22H19N5O
CHEMBL508928,24894620,438.5,C24H22N8O
CHEMBL50894,5005498,293.28,C16H11N3O3
CHEMBL509435,24894883,378.4,C22H22N2O4
CHEMBL511410,25207521,338.32,C17H14N4O4
CHEMBL512054,89644,336.29,C16H16O8
CHEMBL513846,3128424,322.4,C17H14N4OS
CHEMBL514409,135421442,516.7,C29H32N4O3S
CHEMBL514499,9826308,477.5,C22H18F3N3O4S
CHEMBL51563,14654669,442.5,C24H44BrNO
CHEMBL515982,10024683,412.6,C28H44O2
CHEMBL516640,42629114,439.5,C24H17N5O2S
CHEMBL517647,44570554,536.2,C18H16F3IN4O4
CHEMBL517956,5283727,400.6,C27H44O2
CHEMBL518060,9547698,396.6,C27H40O2
CHEMBL519113,44575126,359.4,C21H17N3O3
CHEMBL519395,24900161,278.26,C14H14O6
CHEMBL519693,42618140,383.5,C20H21N3O3S
CHEMBL519697,44588881,415.5,C24H25N5O2
CHEMBL519982,5359485,258.23,C14H10O5
CHEMBL520144,24899916,288.25,C15H12O6
CHEMBL521470,104860,352.3,C20H16O6
CHEMBL522251,440221,484.4,C20H20O14
CHEMBL522579,10089048,347.4,C21H21N3O2
CHEMBL522785,44565014,509.6,C27H23N7O2S
CHEMBL523559,44580420,468.5,C28H28N4O3
CHEMBL523586,44592504,473.4,C21H18BrFN4OS
CHEMBL523823,25032704,280.66,C12H9ClN2O4
CHEMBL52387,5097,354.4,C19H26N6O
CHEMBL524266,16757525,275.28,C13H14FN5O
CHEMBL525240,442674,954.7,C41H30O27
CHEMBL526133,16661285,288.30,C17H12N4O
CHEMBL52654,11729563,424.5,C26H24N4O2
CHEMBL52850,14654660,538.7,C28H60BrNO3
CHEMBL529663,24894117,364.4,C21H20N2O4
CHEMBL533849,23133323,511.8,C22H25BrClFN4O2
CHEMBL535331,2850534,275.31,C16H13N5
CHEMBL53596,9889351,438.5,C27H26N4O2
CHEMBL53606,14654656,552.7,C29H62BrNO3
CHEMBL536151,5081913,383.67,C15H8ClF6NO2
CHEMBL53826,14654654,524.7,C27H58BrNO3
CHEMBL538718,44274749,450.5,C28H26N4O2
CHEMBL539474,45273796,281.31,C16H15N3O2
CHEMBL540848,73332,364.3,C14H19Cl2N3O2S
CHEMBL54382,22911602,452.5,C28H28N4O2
CHEMBL546797,910649,277.28,C15H11N5O
CHEMBL550418,45270357,348.4,C20H16N2O4
CHEMBL55382,10074667,499.5,C28H25N3O6
CHEMBL553824,10386217,399.5,C19H21N5O3S
CHEMBL55394,9826373,478.6,C30H30N4O2
CHEMBL554993,42639664,618.5,C32H26O13
CHEMBL556684,177458,300.26,C16H12O6
CHEMBL55788,11453012,424.5,C26H24N4O2
CHEMBL560813,45269554,333.30,C17H11N5O3
CHEMBL561708,44219749,495.5,C24H29N7O5
CHEMBL56236,5328125,392.5,C22H28N6O
CHEMBL562488,135444905,225.04,C8H5BrN2O
CHEMBL564829,16718576,460.6,C25H32N8O
CHEMBL565061,24969301,454.4,C23H17F3N4O3
CHEMBL565612,10296883,438.5,C25H22N6O2
CHEMBL568922,11723489,319.4,C15H21N5OS
CHEMBL56983,5328137,552.5,C28H31Cl2N7O
CHEMBL569880,24883334,531.9,C25H24ClF2N5O4
CHEMBL571040,24883287,513.9,C25H25ClFN5O4
CHEMBL57347,5328149,545.5,C26H34Cl2N8O
CHEMBL57366,5328112,405.3,C18H18Cl2N6O
CHEMBL574588,45482700,336.4,C20H16O3S
CHEMBL574613,45482750,350.4,C21H18O3S
CHEMBL574646,16079040,277.32,C17H15N3O
CHEMBL574737,3078519,482.5,C28H26N4O4
CHEMBL57553,9943194,263.30,C15H13N5
CHEMBL576113,44466196,258.36,C16H22N2O
CHEMBL576887,23401001,334.4,C16H22N4O2S
CHEMBL576989,23400934,334.4,C16H22N4O2S
CHEMBL578061,948954,262.31,C16H14N4
CHEMBL578601,10246246,333.5,C16H23N5OS
CHEMBL583042,11634725,500.3,C24H20Cl2FN5O2
CHEMBL583144,135566504,271.12,C10H4Cl2N2OS
CHEMBL583187,135927974,393.5,C21H19N3O3S
CHEMBL590109,46224684,425.5,C23H19N7S
CHEMBL592030,46224697,439.5,C24H21N7S
CHEMBL597592,46228508,482.5,C27H26N6O3
CHEMBL597754,46233287,530.6,C24H34N8O4S
CHEMBL598626,46228822,467.5,C27H25N5O3
CHEMBL599224,45139989,369.4,C18H23N7O2
CHEMBL599428,45139991,431.5,C23H25N7O2
CHEMBL600795,46232443,336.2,C17H12Cl2FNO
CHEMBL602123,46228951,483.3,C21H11F6N3O4
CHEMBL602471,46232555,405.2,C20H15Cl2FN2O2
CHEMBL602472,46232556,419.3,C21H17Cl2FN2O2
CHEMBL60254,5287736,550.5,C28H26N2O10
CHEMBL604087,25057409,445.5,C26H27N3O4
CHEMBL604712,10429593,376.4,C19H22F2N4O2
CHEMBL606245,44160269,400.5,C24H28N6
CHEMBL606964,11396738,449.5,C24H24FN5O3
CHEMBL611124,46877399,1066.7,C46H34O30
CHEMBL61867,3570,353.4,C22H15N3O2
CHEMBL6246,5281855,302.19,C14H6O8
CHEMBL6291,5083,457.5,C25H23N5O2S
CHEMBL66031,2428,340.18,C15H10BrN5
CHEMBL68423,3139,266.29,C16H14N2O2
CHEMBL685,4030,295.29,C16H13N3O3
CHEMBL69129,22736235,386.4,C23H22N4O2
CHEMBL7064,8515,220.23,C14H8N2O
CHEMBL7352,10318148,389.4,C22H19N3O4
CHEMBL7463,2396,412.5,C25H24N4O2
CHEMBL75232,151193,464.9,C24H21ClN4O4
CHEMBL75680,448912,267.33,C16H17N3O
CHEMBL75773,3545,277.34,C13H15N3O2S
CHEMBL76904,2052,186.17,C10H6N2O2
CHEMBL7775,10066030,343.4,C21H17N3O2
CHEMBL78464,11075446,237.08,C11H6Cl2N2
CHEMBL78573,44460390,442.4,C22H18O10
CHEMBL78618,14929458,236.19,C12H7F3N2
CHEMBL78862,21362674,321.8,C18H12ClN3O
CHEMBL78885,21362748,351.8,C19H14ClN3O2
CHEMBL78917,21362689,322.7,C17H11ClN4O
CHEMBL79004,9949093,322.7,C17H11ClN4O
CHEMBL7914,10360970,357.4,C22H19N3O2
CHEMBL79244,44460560,936.6,C41H28O26
CHEMBL7929,10345125,481.5,C32H23N3O2
CHEMBL7939,6711154,365.3,C20H13F2N3O2
CHEMBL8000,10046873,405.4,C26H19N3O2
CHEMBL80024,44460577,766.5,C34H22O21
CHEMBL80121,21362732,259.69,C13H10ClN3O
CHEMBL8036,10246831,343.4,C21H17N3O2
CHEMBL80619,607775,198.22,C12H10N2O
CHEMBL80793,44317844,307.8,C18H14ClN3
CHEMBL80843,10448840,322.7,C17H11ClN4O
CHEMBL8091,10476762,412.4,C22H18F2N2O4
CHEMBL80941,12309509,290.27,C15H14O6
CHEMBL8095,10043994,359.4,C21H17N3O3
CHEMBL81169,162883,247.09,C11H7BrN2
CHEMBL81170,13441298,186.18,C11H7FN2
CHEMBL81214,21362669,193.20,C12H7N3
CHEMBL81229,21362727,281.13,C13H10Cl2N2O
CHEMBL81315,44317866,274.70,C13H11ClN4O
CHEMBL81478,44460244,864.8,C45H36O18
CHEMBL81603,21362696,307.2,C15H12Cl2N2O
CHEMBL8163,10325906,581.1,C20H13I2N3O2
CHEMBL81646,44460468,576.5,C30H24O12
CHEMBL81753,44318001,578.5,C30H26O12
CHEMBL81809,21362699,366.2,C16H13Cl2N3O3
CHEMBL81838,11164332,247.64,C11H6ClN3O2
CHEMBL82136,21362687,336.8,C18H13ClN4O
CHEMBL82137,44317726,303.74,C15H14ClN3O2
CHEMBL8222,10407176,376.4,C22H20N2O4
CHEMBL8223,10434923,471.6,C28H33N5O2
CHEMBL8271,10248155,363.5,C20H13NO2S2
CHEMBL82762,44460282,618.5,C27H22O17
CHEMBL83790,44460583,482.5,C28H26N4O4
CHEMBL84333,452239,478.4,C21H18O13
CHEMBL86664,10354294,240.69,C14H9ClN2
CHEMBL86771,31420,238.24,C14H10N2O2
CHEMBL87084,135469328,238.24,C14H10N2O2
CHEMBL93559,44328782,459.5,C26H29N5O3
CHEMBL95539,44328786,519.5,C30H25N5O4
CHEMBL95692,9863367,353.4,C19H20FN5O
CHEMBL95737,44328611,341.4,C18H23N5O2
CHEMBL95812,44328576,441.5,C22H27N5O5
CHEMBL95825,44329010,493.6,C30H31N5O2
CHEMBL97026,44328730,270.29,C14H14N4O2
CHEMBL97117,44328912,626.7,C36H30N6O5
CHEMBL97448,44328766,355.4,C19H25N5O2
CHEMBL97768,44328612,340.4,C19H24N4O2
CHEMBL97796,44328745,313.35,C16H19N5O2
CHEMBL97822,44329007,466.5,C28H26N4O3
CHEMBL98350,3973,307.3,C19H17NO3
CHEMBL98721,44328574,468.6,C23H32N8O3
CHEMBL99572,44328718,511.6,C25H37N9O3
CHEMBL99743,9911005,438.4,C21H22N6O5
CHEMBL269557,14105920,969.0,C50H64O19
CHEMBL384283,44460330,1108.8,C48H36O31
CHEMBL396377,153273973,255.30,C13H9N3OS
CHEMBL409397,44460483,3740.5,C164H106O104
CHEMBL413375,16197548,1877.3,C82H60O52